"","X","Y","silicate_umol/L","temperature_&deg;C","depth_m","region","collection_date","environment_biome","environment_feature","environmental_package","chlorophyll_mg/m3","dissolved_oxygen_mg/L","nitrate_umol/L","phosphate_umol/L","salinity_ppt","NCBI_sample_classification","instrument_model","ENA_checklist"
"91","147.2976667","-43.057","0.97","17.6","0.46","South Pacific Ocean:Bassian Marine Ecoregion:Center N.W. Bay, Hobart, Australia","2005-03-09T00:53:00+00:00","ocean biome","estuary","water","5.3","3","0.074","0","32.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"92","153.1968667","-27.34366667","1.1","23.4","1.4","South Pacific Ocean:Tweed-Moreton Marine Ecoregion:Mouth of Brisbane River, Brisbane, Australia","2005-04-23T00:47:00+00:00","ocean biome","river outflow","water","2.4","6.5","0.73","0.9","36","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"93","151.8857333","-23.45446667","0.92","25","1.5","Coral Sea:Central and Southern Great Barrier Reef Marine Ecoregion:Heron Island, Queensland, Australia","2005-04-26T23:13:00+00:00","ocean biome","reef","water","0.49","6.3","0.28","0","36.7","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"94","146.0266667","-17.1598","4.6","25.7","1.9","Coral Sea:Central and Southern Great Barrier Reef Marine Ecoregion:High Island, Queensland, Australia","2005-05-15T01:06:00+00:00","ocean biome","reef","water","0.6","6","0.41","0","34.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"95","145.4553333","-14.6702","0.74","26","1.8","Coral Sea:Torres Strait Northern Great Barrier Reef Marine Ecoregion:Lizard Island, Queensland, Australia","2005-06-20T09:28:00+00:00","ocean biome","reef","water","0.26","5.9","0.25","0","34.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"96","142.8924","-11.26353333","0.48","26.6","1.7","Coral Sea:Torres Strait Northern Great Barrier Reef Marine Ecoregion:Bushy Island Reef, Queensland, Australia","2005-06-23T00:53:00+00:00","ocean biome","reef","water","2.7","6.4","0.58","0","32.9","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"97","127.2827667","-12.66646667","1.3","27.2","1.2","Timor Sea:Bonaparte Coast Marine Ecoregion:Western Australia EEZ","2005-07-22T04:46:00+00:00","ocean biome","open ocean","water","0.95","5.3","0.15","0","33.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"98","123.776","-12.428","1.6","27.1","2","Indian Ocean:Bonaparte Coast Marine Ecoregion:Western Australia EEZ","2005-07-23T04:21:00+00:00","ocean biome","open ocean","water","0.25","4.6","0.16","0","32.9","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"99","96.8968","-12.1019","1.4","25.8","1.8","Indian Ocean:Coccos-Keeling/Christmas Island Marine Ecoregion:Coccos-Keeling, inside lagoon","2005-08-04T01:33:00+00:00","ocean biome","reef","water","0.11","4.8","1.3","1.2","32.4","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"100","96.8968","-12.1019","1.4","25.8","1.8","Indian Ocean:Coccos-Keeling/Christmas Island Marine Ecoregion:Coccos-Keeling, inside lagoon","2005-08-04T01:33:00+00:00","ocean biome","reef","water","0.11","4.8","1.3","1.2","32.4","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"101","96.8968","-12.1019","1.4","25.8","1.8","Indian Ocean:Coccos-Keeling/Christmas Island Marine Ecoregion:Coccos-Keeling, inside lagoon","2005-08-04T01:33:00+00:00","ocean biome","reef","water","0.11","4.8","1.3","1.2","32.4","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"102","96.8968","-12.1019","1.4","25.8","1.8","Indian Ocean:Coccos-Keeling/Christmas Island Marine Ecoregion:Coccos-Keeling, inside lagoon","2005-08-04T01:33:00+00:00","ocean biome","reef","water","0.11","4.8","1.3","1.2","32.4","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"103","92.068","-10.954","1.4","27.2","1.5","Indian Ocean:Open Ocean:Indian Ocean","2005-08-05T07:18:00+00:00","ocean biome","open ocean","water","0.14","4.2","0.049","0.19","32.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"104","88.3061","-10.45893333","1.3","27","2","Indian Ocean:Open Ocean:Indian Ocean","2005-08-06T06:23:00+00:00","ocean biome","open ocean","water","0.13","4.1","0.17","0.16","32.7","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"105","88.3061","-10.45893333","1.3","27","2","Indian Ocean:Open Ocean:Indian Ocean","2005-08-06T06:23:00+00:00","ocean biome","open ocean","water","0.13","4.1","0.17","0.16","32.7","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"106","88.3061","-10.45893333","1.3","27","2","Indian Ocean:Open Ocean:Indian Ocean","2005-08-06T06:23:00+00:00","ocean biome","open ocean","water","0.13","4.1","0.17","0.16","32.7","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"107","88.3061","-10.45893333","1.3","27","2","Indian Ocean:Open Ocean:Indian Ocean","2005-08-06T06:23:00+00:00","ocean biome","open ocean","water","0.13","4.1","0.17","0.16","32.7","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"108","84.21216667","-9.6109","1.1","26.4","2","Indian Ocean:Open Ocean:Indian Ocean","2005-08-07T07:48:00+00:00","ocean biome","open ocean","water","0.2","4.2","0.17","0.35","32.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"109","80.3845","-8.5105","1.6","26.6","1.8","Indian Ocean:Open Ocean:Indian Ocean","2005-08-08T07:01:00+00:00","ocean biome","open ocean","water","0.13","4.9","0.16","0.61","32.5","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"110","80.3845","-8.5105","1.6","26.6","1.8","Indian Ocean:Open Ocean:Indian Ocean","2005-08-08T07:01:00+00:00","ocean biome","open ocean","water","0.13","4.9","0.16","0.61","32.5","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"111","80.3845","-8.5105","1.6","26.6","1.8","Indian Ocean:Open Ocean:Indian Ocean","2005-08-08T07:01:00+00:00","ocean biome","open ocean","water","0.13","4.9","0.16","0.61","32.5","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"112","80.3845","-8.5105","1.6","26.6","1.8","Indian Ocean:Open Ocean:Indian Ocean","2005-08-08T07:01:00+00:00","ocean biome","open ocean","water","0.13","4.9","0.16","0.61","32.5","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"113","76.34653333","-7.015133333","0.96","27.5","1.8","Indian Ocean:Open Ocean:Indian Ocean","2005-08-09T08:15:00+00:00","ocean biome","open ocean","water","0.24","4.5","0.27","0.39","33.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"114","64.9872","-4.9975","0.97","28.2","1.5","Indian Ocean:Open Ocean:500mi W of Seychelles","2005-08-15T06:09:00+00:00","ocean biome","open ocean","water","0.14","4.5","0.043","0.45","33.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"115","64.9872","-4.9975","0.97","28.2","1.5","Indian Ocean:Open Ocean:500mi W of Seychelles","2005-08-15T06:09:00+00:00","ocean biome","open ocean","water","0.14","4.5","0.043","0.45","33.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"116","64.9872","-4.9975","0.97","28.2","1.5","Indian Ocean:Open Ocean:500mi W of Seychelles","2005-08-15T06:09:00+00:00","ocean biome","open ocean","water","0.14","4.5","0.043","0.45","33.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"117","60.52953333","-4.675533333","1.2","27.9","1.5","Indian Ocean:Open Ocean:Indian Ocean","2005-08-16T08:56:00+00:00","ocean biome","open ocean","water","0.14","4.9","0.012","0.54","33.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"118","56.83933333","-4.636766667","1.8","26.2","1.5","Indian Ocean:Seychelles Marine Ecoregion:outside Seychelles","2005-08-17T05:51:00+00:00","ocean biome","open ocean","water","0.29","5","0.33","0.46","33.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"119","55.5177","-4.6274","1.3","26.4","1.8","Indian Ocean:Seychelles Marine Ecoregion:St. Anne Island, Seychelles","2005-09-09T08:00:00+00:00","ocean biome","coastal ocean","water","0.21","6","1.2","0.13","35.5","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"120","55.5177","-4.6274","1.3","26.4","1.8","Indian Ocean:Seychelles Marine Ecoregion:St. Anne Island, Seychelles","2005-09-09T08:00:00+00:00","ocean biome","coastal ocean","water","0.21","6","1.2","0.13","35.5","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"121","55.5177","-4.6274","1.3","26.4","1.8","Indian Ocean:Seychelles Marine Ecoregion:St. Anne Island, Seychelles","2005-09-09T08:00:00+00:00","ocean biome","coastal ocean","water","0.21","6","1.2","0.13","35.5","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"122","55.5177","-4.6274","1.3","26.4","1.8","Indian Ocean:Seychelles Marine Ecoregion:St. Anne Island, Seychelles","2005-09-09T08:00:00+00:00","ocean biome","coastal ocean","water","0.21","6","1.2","0.13","35.5","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"123","52.31266667","-23.23233333","1.2","23.8","2","Indian Ocean:Mascarene Islands Marine Ecoregion:international water outside Reunion Island","2005-09-26T11:44:00+00:00","ocean biome","open ocean","water","0.08","4.3","0.16","0.11","35.4","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"124","50.12993333","-26.037","0.71","22.5","3","Indian Ocean:Southeast Madagascar Marine Ecoregion:Madagascar Waters","2005-09-27T10:18:00+00:00","ocean biome","open ocean","water","0.12","5.8","0.098","1.03","35.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"125","43.23156667","-29.36466667","0.75","23.1","1.5","Indian Ocean:Western and Northern Madagascar Marine Ecoregion:International water between Madagascar and South Africa","2005-09-29T09:14:00+00:00","ocean biome","open ocean","water","0.14","5.6","0.58","0.39","35.4","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"126","40.42433333","-30.91356667","1.3","20.2","1.9","Indian Ocean:Open Ocean:International water between Madagascar and South Africa","2005-09-30T07:54:00+00:00","ocean biome","open ocean","water","0.15","6.6","2.3","0.18","35.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"127","40.42433333","-30.91356667","1.3","20.2","1.9","Indian Ocean:Open Ocean:International water between Madagascar and South Africa","2005-09-30T07:54:00+00:00","ocean biome","open ocean","water","0.15","6.6","2.3","0.18","35.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"128","40.42433333","-30.91356667","1.3","20.2","1.9","Indian Ocean:Open Ocean:International water between Madagascar and South Africa","2005-09-30T07:54:00+00:00","ocean biome","open ocean","water","0.15","6.6","2.3","0.18","35.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"129","40.42433333","-30.91356667","1.3","20.2","1.9","Indian Ocean:Open Ocean:International water between Madagascar and South Africa","2005-09-30T07:54:00+00:00","ocean biome","open ocean","water","0.15","6.6","2.3","0.18","35.8","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"130","36.60103333","-32.41503333","0.83","20.4","2.2","Indian Ocean:Open Ocean:International water between Madagascar and South Africa","2005-10-01T09:15:00+00:00","ocean biome","open ocean","water","0.23","6.2","0.17","0.77","35.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"131","30.1035","-33.72","1.1","20","2","Indian Ocean:Natal Marine Ecoregion:200mi from Port Elizabeth, South Africa","2005-10-03T08:53:00+00:00","ocean biome","open ocean","water","0.35","5.5","0.19","0","35.9","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"132","22.6748","-34.21456667","0.87","17.8","1.8","Indian Ocean:Agulhas Bank Marine Ecoregion:8mi offshore of South Africa, near Mossel Bay, South Africa","2005-10-06T10:18:00+00:00","ocean biome","coastal ocean","water","0.97","6.2","0.14","0.42","35.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"133","18.41106667","-34.35743333","1.7","15.2","2","South Atlantic Ocean:Agulhas Bank Marine Ecoregion:1mi off the coast in front of the Cape of Good Hope, South Africa","2005-10-07T08:23:00+00:00","ocean biome","coastal ocean","water","1.4","6","1.4","0","35.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"134","18.41106667","-34.35743333","1.7","15.2","2","South Atlantic Ocean:Agulhas Bank Marine Ecoregion:1mi off the coast in front of the Cape of Good Hope, South Africa","2005-10-07T08:23:00+00:00","ocean biome","coastal ocean","water","1.4","6","1.4","0","35.6","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"135","13.5464","-31.91663333","1.2","17.6","2","South Atlantic Ocean:Open Ocean:international water","2005-11-17T11:43:00+00:00","ocean biome","open ocean","water","0.25","8.7","0.006","0","36.3","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"136","9.043666667","-30.49796667","1","17.9","1.7","South Atlantic Ocean:Open Ocean:international water","2005-11-18T11:05:00+00:00","ocean biome","open ocean","water","0.14","5.7","0.046","0","36.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"137","2.846566667","-26.81623333","0.96","19.4","2.1","South Atlantic Ocean:Open Ocean:international water","2005-11-20T12:15:00+00:00","ocean biome","open ocean","water","0.07","5.1","0.12","0","36.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"138","0.4186","-24.29083333","0.62","20.1","2","South Atlantic Ocean:Open Ocean:600mi from St. Helena Island, international water","2005-11-21T12:13:00+00:00","ocean biome","open ocean","water","0.07","5.5","0.032","0","36.8","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"139","-1.789833333","-21.46813333","0.61","20.2","1.8","South Atlantic Ocean:Open Ocean:400mi from St. Helena Island, international water","2005-11-22T11:50:00+00:00","ocean biome","open ocean","water","0.08","6.3","0.023","0","37","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"140","-1.789833333","-21.46813333","0.61","20.2","1.8","South Atlantic Ocean:Open Ocean:400mi from St. Helena Island, international water","2005-11-22T11:50:00+00:00","ocean biome","open ocean","water","0.08","6.3","0.023","0","37","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"141","-10.53716667","-11.49333333","0.54","23","2.3","South Atlantic Ocean:Open Ocean:300mi from Ascencion Island, international water","2005-11-27T12:57:00+00:00","ocean biome","open ocean","water","0.1","5.1","0.071","0","37.5","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"142","-18.89556667","-4.296433333","0.42","26.4","2.1","South Atlantic Ocean:Open Ocean:international water","2005-12-02T14:03:00+00:00","ocean biome","open ocean","water","0.16","4.4","0.044","0","37.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"143","-18.89556667","-4.296433333","0.42","26.4","2.1","South Atlantic Ocean:Open Ocean:international water","2005-12-02T14:03:00+00:00","ocean biome","open ocean","water","0.16","4.4","0.044","0","37.2","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"144","-21.27743333","-2.391466667","0.67","26.5","1.8","South Atlantic Ocean:Open Ocean:international water","2005-12-03T13:51:00+00:00","ocean biome","open ocean","water","0.2","5.4","0.046","0","37.2","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"145","-23.6356","-0.387233333","0.73","26.3","2","South Atlantic Ocean:Open Ocean:Equator sample, international water","2005-12-04T12:25:00+00:00","ocean biome","open ocean","water","0.35","5.8","0.26","0","37.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"146","-26.22736667","2.3812","0.57","27.7","2","North Atlantic Ocean:Open Ocean:international water","2005-12-05T14:01:00+00:00","ocean biome","open ocean","water","0.18","4.1","0.11","0","36.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"147","-28.82106667","4.722233333","0.61","28.2","1.8","North Atlantic Ocean:Open Ocean:international water","2005-12-06T15:00:00+00:00","ocean biome","open ocean","water","0.14","3.5","0.093","0","36.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"148","-32.0308","5.724966667","0.43","28.4","2","North Atlantic Ocean:Open Ocean:international water","2005-12-07T13:48:00+00:00","ocean biome","open ocean","water","0.14","5.8","0.038","0","36.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"149","-34.8069","8.397233333","0.61","28.2","1.8","North Atlantic Ocean:Open Ocean:international water","2005-12-08T14:27:00+00:00","ocean biome","open ocean","water","0.15","5.3","0.045","0","36.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"150","-38.13666667","9.975166667","0.76","28","2","North Atlantic Ocean:Open Ocean:international water","2005-12-09T15:05:00+00:00","ocean biome","open ocean","water","0.14","5.5","0.048","0","36.2","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"151","-41.57666667","10.70633333","1.4","28.3","1.8","North Atlantic Ocean:Open Ocean:international water","2005-12-10T15:31:00+00:00","ocean biome","open ocean","water","0.12","3.9","0.021","0","35.7","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"152","-45.007","11.86593333","1.3","27.9","1.8","North Atlantic Ocean:Open Ocean:international water","2005-12-11T15:15:00+00:00","ocean biome","open ocean","water","0.12","6.6","0.034","0","35.6","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"153","-52.53036667","14.49163333","1.3","27.4","1.8","North Atlantic Ocean:Open Ocean:international water","2005-12-13T16:36:00+00:00","ocean biome","open ocean","water","0.08","2.8","0.025","0","36.4","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"154","-55.88","15.55533333","0.78","27.6","2","North Atlantic Ocean:Open Ocean:international water","2005-12-14T14:51:00+00:00","ocean biome","open ocean","water","0.06","5.5","0.029","0","37.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"155","-66.13","19.611","1.7","26.7","2","North Atlantic Ocean:Eastern Caribbean Marine Ecoregion:Puerto Rico Waters, Puerto Rico, USA","2006-01-07T17:52:00+00:00","ocean biome","open ocean","water","0.08","4.8","0.16","0","36.7","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"156","-79.79566667","26.712","0.35","24.1","1.8","North Atlantic Ocean:Floridian Marine Ecoregion:12mi off the coast of Florida in the Gulf Stream, FL, USA","2006-01-12T15:55:00+00:00","ocean biome","coastal ocean","water","0.18","7.5","0.052","0","37.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"157","39.55","-6.31666","3.9","25.7","1","Indian Ocean:East African Coral Coast Marine Ecoregion:East Coast Zanzibar, offshore Paje lagoon, Tanzania","2005-09-11T09:00:00+00:00","ocean biome","reef","water","0.43","5","0.23","0.24","35.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"158","39.116667","-6.11666","3.9","25.7","1.5","Indian Ocean:East African Coral Coast Marine Ecoregion:West Coast Zanzibar, harbour region, Tanzania","2005-09-12T09:00:00+00:00","ocean biome","harbor","water","0.43","5","0.23","0.24","35.2","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"159","-73.557","39.78666667","1.5","23.4","2","North Atlantic Ocean:Virginian Marine Ecoregion:22mi off the shore of New Jersey, NJ, USA","2006-07-14T18:44:00+00:00","ocean biome","coastal ocean","water","1","5.1","0.021","0","31.7","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"160","-69.96333333","41.56133333","0.85","16.5","1","North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:Mannmoy Island, off Cape Cod, MA, USA","2006-08-09T21:37:00+00:00","ocean biome","coastal ocean","water","3.2","6.4","0.081","0","32.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"161","-69.96333333","41.56133333","0.85","16.5","1","North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:Mannmoy Island, off Cape Cod, MA, USA","2006-08-09T21:37:00+00:00","ocean biome","coastal ocean","water","3.2","6.4","0.081","0","32.8","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"162","-69.056","43.87333333","0.24","14.5","1","North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:between Little and Big Green Island, ME, USA","2006-08-10T12:32:00+00:00","ocean biome","coastal ocean","water","6.2","7","0.051","0","32.5","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"163","-69.05533333","44.10766667","0.24","15.9","1.2","North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:off Rockland, ME, USA","2006-08-12T15:38:00+00:00","ocean biome","coastal ocean","water","14.5","7.8","0.19","1.34","30.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"164","-70.98666667","42.352","3.7","17.2","0.98","North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:Boston Harbor, Boston, MA, USA","2006-08-13T14:51:00+00:00","ocean biome","coastal ocean","water","4.9","9.5","0.18","0.16","32.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"165","-70.19833333","41.97933333","1.1","20","1","North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:off Cape Cod Bay, MA, USA","2006-08-14T13:12:00+00:00","ocean biome","coastal ocean","water","2.5","6.6","0.087","0","32.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"166","-70.19833333","41.97933333","1.1","20","1","North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:off Cape Cod Bay, MA, USA","2006-08-14T13:12:00+00:00","ocean biome","coastal ocean","water","2.5","6.6","0.087","0","32.2","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"167","-72.42733333","35.951","0.46","21.1","1","North Atlantic Ocean:Virginian Marine Ecoregion:Between USA and Bermuda","2006-12-17T18:00:00+00:00","ocean biome","open ocean","water","0.21","5.1","0.47","0","40.7","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"168","-69.026","34.84266667","0.55","21.9","0.91","North Atlantic Ocean:Open Ocean:Midway between USA and Bermuda","2006-12-18T15:33:00+00:00","ocean biome","open ocean","water","0.1","5","0.076","0","36.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"169","-64.214","26.26733333","1","24.9","1","North Atlantic Ocean:Open Ocean:Between Bermuda and US Virgin Islands","2006-12-22T16:40:00+00:00","ocean biome","open ocean","water","0.08","4.9","0.16","0","40.7","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"170","-64.816","22.316","0.84","26.4","0.89","North Atlantic Ocean:Open Ocean:Between Bermuda and US Virgin Islands","2006-12-23T15:55:00+00:00","ocean biome","open ocean","water","0.07","4.8","0.086","0","39.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"171","-64.82726667","18.3131","1.6","26.1","4.6","North Atlantic Ocean:Eastern Caribbean Marine Ecoregion:US Virgin Islands, USA","2007-01-08T21:00:00+00:00","ocean biome","reef","water","0.16","5.6","0.32","0.087","39.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"172","-64.79333333","18.33326667","1.6","26.2","4.6","North Atlantic Ocean:Eastern Caribbean Marine Ecoregion:US Virgin Islands, USA","2007-01-09T19:15:00+00:00","ocean biome","other: sea grass sample","water","0.16","5.6","0.2","0.087","39.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"173","-64.71813333","18.35846667","1.6","26.3","0.58","North Atlantic Ocean:Eastern Caribbean Marine Ecoregion:US Virgin Islands, USA","2007-01-10T17:00:00+00:00","ocean biome","other: mangrove","water","0.23","4.8","1.7","0.087","39.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"174","-64.90363333","18.3679","0.31","25.5","0.3","North Atlantic Ocean:Eastern Caribbean Marine Ecoregion:US Virgin Islands, USA","2007-01-11T16:00:00+00:00","ocean biome","other: mangrove","water","0.29","3.2","3.4","0.088","36.9","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"175","-65.45923333","18.1074","3.7","25.1","0.32","North Atlantic Ocean:Eastern Caribbean Marine Ecoregion:Phosphorescent bay, Mosquito Bay, on the island of Vieques, Puerto Rico, USA","2007-01-19T16:42:00+00:00","ocean biome","other: bioluminescent bay","water","0.24","5.5","0.59","0","39.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"176","-80.29033333","10.70753333","0.59","26.6","0.92","Caribbean Sea:Southwestern Caribbean Marine Ecoregion:92mi N of Panama Canal","2007-01-24T01:20:00+00:00","ocean biome","open ocean","water","0.11","3.5","0.35","0","40.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"177","-79.83683333","9.182966667","156.7","27.2","1.1","Central America:Panama:Lake Gatun, Panama","2007-01-29T14:05:00+00:00","ocean biome","fresh water","water","0.33","6.65","0.24","0.13","0.06","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"178","-79.71733333","8.131","0.67","27.1","1","North Pacific Ocean:Panama Bight Marine Ecoregion:(sick sample) off Panama City, Panama","2007-02-01T05:00:00+00:00","ocean biome","open ocean","water","1.6","4.5","0.23","0","35.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"179","-88.01","12.106","0.88","26.6","2","North Pacific Ocean:Chiapas-Nicaragua Marine Ecoregion:Nicaraguan EEZ","2007-02-13T16:05:00+00:00","ocean biome","open ocean","water","0.34","4.8","1.3","0","36.7","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"180","-89.189","12.60333333","0.32","28.1","1.4","North Pacific Ocean:Chiapas-Nicaragua Marine Ecoregion:El Salvador EEZ","2007-02-13T22:20:00+00:00","ocean biome","open ocean","water","0.28","3.9","0.21","0","37.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"181","-91.59133333","13.75666667","0.27","27.3","1","North Pacific Ocean:Chiapas-Nicaragua Marine Ecoregion:Guatemalan EEZ","2007-02-14T20:35:00+00:00","ocean biome","open ocean","water","0.54","4.6","0.069","0","37.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"182","-94.33666667","16.045","0.16","27.2","1.2","North Pacific Ocean:Chiapas-Nicaragua Marine Ecoregion:Coastal Oaxaca State, Mexico","2007-02-15T20:15:00+00:00","ocean biome","coastal ocean","water","1.7","5.6","0.1","0","37.9","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"183","-96.79533333","15.69766667","0.43","26.8","1.2","North Pacific Ocean:Mexican Tropical Pacific Marine Ecoregion:Coastal Oaxaca State, Mexico","2007-02-17T23:45:00+00:00","ocean biome","coastal ocean","water","3.2","4.9","0.17","0","38.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"184","-99.86266667","16.86166667","0.26","26.1","1.2","North Pacific Ocean:Mexican Tropical Pacific Marine Ecoregion:Acapulco Harbor, Acapulco, Mexico","2007-02-19T00:10:00+00:00","ocean biome","harbor","water","0.71","4.4","0.23","0","38.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
